839	965	0
1155	1278	0
1510	1576	0
1667	1718	0
1945	2034	0
2183	2228	0
2346	2389	0
2497	2533	0
2604	2655	0
2747	2777	0
2906	2940	0
3021	3062	0
3129	3177	0
3244	3280	0
3353	3392	0
3671	3787	0
3853	3908	0
4113	4152	0
4218	4265	0
4350	4391	0
4449	4490	0
4722	4771	0
4852	4905	0
4991	5053	0
5142	5182	0
5255	5302	0
5375	5426	0
5488	5522	0
5582	5617	0
5689	5721	0
6001	6034	0
6108	6140	0
6205	6243	0
6316	6363	0
6446	6497	0
6551	6595	0
6632	6669	0
6729	6769	0
6899	6937	0
6976	7004	0
7052	7095	0
7144	7203	0
7254	7290	0
7319	7350	0
7405	7440	0
7523	7557	0
7599	7640	0
7693	7724	0
7766	7803	0
7861	7901	0
7938	7973	0
8026	8055	0
8092	8118	0
8173	8212	0
8261	8305	0
8346	8382	0
8500	8535	0
8819	8863	0
8906	8936	0
8981	9018	0
9044	9086	0
9290	9329	0
9354	9384	0
9428	9462	0
9483	9535	0
9616	9664	0
9691	9734	0
9762	9791	0
9813	9861	0
9898	9933	0
9960	9994	0
10025	10071	0
10417	10447	0
10476	10516	0
10547	10579	0
10613	10690	0
10737	10781	0
10810	10851	0
10889	10927	0
11038	11070	0
11101	11131	0
11165	11202	0
11238	11272	0
11304	11348	0
11383	11418	0
11455	11482	0
11603	11631	0
11697	11728	0
11801	11827	0
11897	11944	0
12070	12106	0
12167	12191	0
12244	12263	0
12348	12387	0
12449	12483	0
12739	12773	0
12835	12868	0
12919	12955	0
12991	13022	0
13283	13324	0
13347	13386	0
13530	13567	0
13620	13648	0
13686	13705	0
13742	13776	0
13810	13843	0
13881	13917	0
13969	13999	0
14065	14085	0
14125	14164	0
14351	14381	0
14414	14446	0
14467	14496	0
14527	14550	0
14696	14729	0
14904	14938	0
14977	15075	0
15103	15147	0
15203	15234	0
15363	15381	0
15435	15466	0
15506	15533	0
15566	15596	0
15645	15673	0
15716	15740	0
16002	16076	0
16114	16147	0
16178	16215	0
16256	16291	0
16341	16370	0
16407	16437	0
16471	16500	0
16541	16572	0
16622	16656	0
16692	16717	0
16789	16815	0
16929	16951	0
17000	17018	0
17066	17093	0
17122	17148	0
17183	17216	0
17254	17285	0
17327	17363	0
17406	17422	0
17455	17486	0
17553	17588	0
17622	17655	0
17692	17725	0
17823	17858	0
17952	17993	0
18038	18074	0
18109	18135	0
18172	18203	0
18239	18276	0
18410	18441	0
18475	18491	0
18532	18554	0
18592	18611	0
18653	18684	0
18726	18767	0
18795	18823	0
18869	18915	0
18954	18984	0
19024	19057	0
19135	19161	0
19187	19219	0
19249	19283	0
19385	19404	0
19472	19519	0
